price,region,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options
1850,bakersfield,house,1700,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage
913,bakersfield,apartment,1186,3,2.0,0,0,1,0,0,0,w/d in unit,carport
854,bakersfield,apartment,1025,3,2.0,0,0,1,0,0,0,laundry on site,na
955,bakersfield,apartment,1025,4,2.0,0,0,1,0,0,0,laundry on site,na
800,bakersfield,apartment,748,2,1.0,1,1,0,0,0,1,w/d hookups,off-street parking
2500,bakersfield,house,2600,4,3.0,1,1,1,0,0,0,w/d hookups,attached garage
1213,bakersfield,condo,1163,5,1.5,1,1,1,0,0,0,na,na
1700,bakersfield,house,1664,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage
1400,bakersfield,house,1306,3,2.0,0,0,1,0,0,0,w/d hookups,attached garage
950,bakersfield,apartment,1000,2,1.5,0,0,0,0,0,0,w/d hookups,off-street parking
375,bakersfield,house,790,2,1.0,0,0,1,0,0,0,na,na
950,bakersfield,apartment,950,2,1.0,0,1,0,0,0,0,w/d hookups,attached garage
900,bakersfield,house,1200,2,1.0,0,1,0,0,0,0,w/d in unit,detached garage
850,bakersfield,house,2404,4,2.0,1,1,1,0,0,0,na,na
1800,bakersfield,house,1935,4,2.0,0,1,1,0,0,0,w/d hookups,attached garage
1205,bakersfield,apartment,1254,3,2.0,0,0,1,0,0,0,w/d hookups,detached garage
920,bakersfield,apartment,864,2,1.0,0,0,1,0,0,0,laundry on site,carport
860,bakersfield,apartment,580,1,1.0,0,0,1,0,0,0,laundry on site,carport
1150,bakersfield,apartment,774,1,1.0,0,0,1,0,0,0,w/d in unit,carport
1700,bakersfield,house,1983,4,2.0,0,0,1,0,0,0,w/d hookups,attached garage
1525,bakersfield,house,2120,4,2.0,1,1,0,0,0,0,w/d hookups,attached garage
858,bakersfield,apartment,1080,3,2.0,0,0,0,0,0,0,laundry on site,carport
1400,bakersfield,apartment,1284,2,2.0,1,1,1,0,0,0,w/d in unit,na
1700,bakersfield,apartment,1560,3,2.0,1,1,1,0,0,0,w/d in unit,na
814,bakersfield,apartment,890,2,2.0,1,1,0,0,0,0,laundry on site,carport
1250,bakersfield,apartment,937,2,2.0,0,0,1,0,0,0,w/d in unit,carport
1250,bakersfield,apartment,937,2,2.0,0,0,1,0,0,0,w/d in unit,na
1050,bakersfield,apartment,978,2,1.5,1,1,1,0,0,0,laundry on site,carport
875,bakersfield,apartment,704,1,1.0,1,1,1,0,0,0,laundry on site,carport
850,bakersfield,apartment,859,2,1.0,1,1,1,0,0,0,w/d hookups,na
1500,bakersfield,apartment,1552,3,2.0,1,1,1,0,0,0,w/d in unit,na
900,bakersfield,apartment,750,1,1.0,1,1,0,0,0,0,w/d hookups,off-street parking
1850,bakersfield,house,900,2,2.0,0,0,0,0,0,1,w/d in unit,detached garage
499,bakersfield,house,1200,3,2.0,1,1,1,0,0,0,na,na
1710,bakersfield,apartment,1284,2,2.0,1,1,1,0,0,0,w/d in unit,na
950,bakersfield,manufactured,1700,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking
900,bakersfield,apartment,560,3,1.0,1,1,1,1,0,1,na,na
1160,bakersfield,house,1671,3,1.5,1,1,1,0,0,0,na,na
1100,bakersfield,house,1175,3,2.0,0,0,1,0,0,0,na,na
2100,bakersfield,house,1800,3,2.0,1,1,0,0,0,1,w/d in unit,attached garage
1675,bakersfield,apartment,1284,2,2.0,1,1,1,1,0,0,w/d in unit,attached garage
1100,bakersfield,apartment,950,2,2.0,0,0,0,0,0,0,w/d hookups,attached garage
1400,bakersfield,apartment,490,1,1.0,0,0,0,0,0,0,laundry in bldg,detached garage
1320,bakersfield,apartment,932,2,2.0,0,0,1,0,0,0,w/d in unit,na
1320,bakersfield,apartment,932,2,2.0,0,0,1,0,0,0,w/d in unit,na
1100,bakersfield,apartment,1545,2,2.0,0,0,1,0,0,0,w/d in unit,na
715,bakersfield,apartment,405,0,1.0,0,0,1,0,0,0,laundry on site,carport
715,bakersfield,apartment,800,2,1.0,0,0,1,0,0,0,w/d in unit,attached garage
635,bakersfield,apartment,531,1,1.0,1,1,1,0,0,0,laundry on site,carport
980,bakersfield,apartment,1000,2,1.0,0,0,1,0,0,0,laundry on site,carport
1300,bakersfield,house,1300,3,1.5,0,0,0,0,0,0,w/d hookups,detached garage
770,bakersfield,apartment,431,0,1.0,0,0,1,0,0,0,laundry on site,carport
870,bakersfield,apartment,663,1,1.0,0,0,1,0,0,0,laundry on site,carport
895,bakersfield,apartment,734,2,1.0,0,0,1,0,0,0,laundry on site,carport
875,bakersfield,apartment,709,1,1.0,1,1,1,0,0,0,laundry on site,carport
975,bakersfield,apartment,888,2,1.0,1,1,1,0,0,0,laundry on site,carport
1575,bakersfield,apartment,1260,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
1175,bakersfield,apartment,1098,3,1.0,1,1,1,0,0,0,laundry on site,carport
980,bakersfield,apartment,1000,2,1.0,0,0,1,0,0,0,laundry on site,carport
1750,bakersfield,apartment,2369,3,2.5,1,1,1,0,0,0,na,na
895,bakersfield,apartment,730,2,1.0,0,0,1,0,0,0,laundry on site,carport
750,bakersfield,cottage/cabin,755,1,1.5,0,0,1,0,0,0,no laundry on site,carport
1625,bakersfield,apartment,1560,3,2.0,1,1,1,0,0,0,w/d in unit,na
1400,bakersfield,apartment,756,1,1.0,1,1,1,1,0,0,w/d in unit,attached garage
750,bakersfield,apartment,600,1,1.0,0,0,0,0,0,0,w/d hookups,off-street parking
1999,bakersfield,house,2700,5,3.0,0,0,1,0,0,0,w/d hookups,attached garage
1200,bakersfield,house,1300,3,2.0,0,0,1,0,0,0,laundry on site,attached garage
1600,bakersfield,apartment,1552,3,2.0,1,1,1,0,0,0,w/d in unit,na
1150,bakersfield,apartment,774,1,1.0,0,0,1,0,0,0,w/d in unit,na
1250,bakersfield,apartment,937,2,2.0,1,1,1,0,0,0,w/d in unit,na
1460,bakersfield,apartment,1136,3,2.0,0,0,1,0,0,0,w/d in unit,na
1250,bakersfield,apartment,725,1,1.0,0,0,1,0,0,0,w/d in unit,na
1600,bakersfield,apartment,1036,2,2.5,1,1,1,0,0,0,w/d in unit,na
1600,bakersfield,apartment,1036,2,2.5,1,1,1,0,0,0,w/d in unit,na
1600,bakersfield,apartment,1036,2,2.0,1,1,1,0,0,0,w/d in unit,na
1400,bakersfield,apartment,949,2,2.0,1,1,1,0,0,0,w/d in unit,na
1400,bakersfield,apartment,949,2,2.0,1,1,1,0,0,0,w/d in unit,na
1460,bakersfield,apartment,1136,2,2.0,0,0,1,0,0,0,w/d in unit,na
1320,bakersfield,apartment,932,2,2.0,0,0,1,0,0,0,w/d in unit,na
1460,bakersfield,apartment,1136,3,2.0,0,0,1,0,0,0,w/d in unit,na
1320,bakersfield,apartment,932,2,2.0,0,0,1,0,0,0,w/d in unit,na
1200,bakersfield,apartment,625,2,2.5,1,1,1,0,0,0,na,na
1600,bakersfield,apartment,1036,2,2.5,1,1,1,0,0,0,w/d in unit,na
1200,bakersfield,apartment,625,1,1.0,1,1,1,0,0,0,w/d in unit,na
1250,bakersfield,apartment,725,1,1.0,0,0,1,0,0,0,w/d in unit,na
1600,bakersfield,house,2000,4,3.0,0,0,1,0,0,0,w/d hookups,carport
1400,bakersfield,apartment,949,2,2.0,0,0,1,0,0,0,w/d in unit,na
1200,bakersfield,apartment,625,1,1.0,1,1,1,0,0,0,w/d in unit,na
695,bakersfield,apartment,405,0,1.0,1,1,1,0,0,0,laundry on site,carport
1650,bakersfield,house,1494,3,2.0,0,0,0,0,0,0,w/d in unit,attached garage
1600,bakersfield,apartment,1036,2,2.5,1,1,1,0,0,0,w/d in unit,na
1200,bakersfield,apartment,625,1,1.0,1,1,1,0,0,0,w/d in unit,na
1015,bakersfield,apartment,820,2,1.0,0,0,1,0,0,0,laundry on site,carport
775,bakersfield,apartment,30,2,1.0,0,0,1,0,0,0,laundry on site,street parking
800,bakersfield,house,780,2,1.0,1,1,1,0,0,0,w/d hookups,detached garage
1400,bakersfield,apartment,949,2,2.0,0,0,1,0,0,0,w/d in unit,na
1200,bakersfield,apartment,625,1,1.0,1,1,1,0,0,0,w/d in unit,na
1650,bakersfield,apartment,1830,3,2.0,0,0,1,0,0,0,na,na
1350,bakersfield,apartment,1284,2,2.0,1,1,1,0,0,0,w/d in unit,na
860,bakersfield,house,2047,3,1.5,0,0,1,0,0,0,w/d hookups,attached garage
1545,bakersfield,apartment,1100,2,2.0,0,0,1,0,0,0,w/d in unit,na
1050,bakersfield,apartment,1050,2,1.0,0,0,1,0,0,0,laundry on site,carport
1400,bakersfield,apartment,949,2,2.0,1,1,1,0,0,0,w/d in unit,na
1400,bakersfield,apartment,949,2,2.0,1,1,1,0,0,0,w/d in unit,na
1600,bakersfield,apartment,1036,2,2.5,0,0,1,0,0,0,w/d in unit,na
1550,bakersfield,apartment,1552,3,2.0,1,1,1,0,0,0,w/d in unit,na
895,bakersfield,apartment,800,2,1.0,0,0,1,0,0,0,laundry on site,carport
1400,bakersfield,house,1346,4,2.5,1,1,1,0,0,0,w/d in unit,attached garage
1250,bakersfield,apartment,725,1,1.0,0,0,1,0,0,0,w/d in unit,na
1400,bakersfield,apartment,949,2,2.0,1,1,1,0,0,0,w/d in unit,na
1200,bakersfield,apartment,625,1,1.0,1,1,1,0,0,0,w/d in unit,na
959,bakersfield,apartment,1200,4,2.0,0,0,0,0,0,0,laundry on site,carport
943,bakersfield,apartment,1080,3,2.0,0,0,0,0,0,0,laundry on site,carport
1200,bakersfield,apartment,625,1,1.0,1,1,1,0,0,0,w/d in unit,na
810,bakersfield,apartment,992,3,1.0,1,1,1,0,0,0,w/d hookups,detached garage
1200,bakersfield,apartment,625,1,1.0,0,0,1,0,0,0,w/d in unit,na
2500,bakersfield,house,2492,4,3.0,0,0,0,0,1,1,w/d in unit,attached garage
1600,bakersfield,apartment,1036,2,2.0,1,1,1,0,0,0,w/d in unit,na
1600,bakersfield,apartment,1036,2,2.5,1,1,1,0,0,0,w/d in unit,na
1400,bakersfield,apartment,949,2,2.0,1,1,1,0,0,0,w/d in unit,na
710,bakersfield,apartment,792,2,1.0,1,1,1,0,0,0,w/d hookups,detached garage
770,bakersfield,apartment,1225,3,2.0,0,0,1,0,0,0,laundry on site,na
691,bakersfield,apartment,1058,3,2.0,0,0,0,1,0,0,laundry on site,off-street parking
1200,bakersfield,apartment,625,1,1.0,1,1,1,0,0,0,w/d in unit,na
1200,bakersfield,apartment,625,1,1.0,0,0,1,0,0,0,w/d in unit,na
1500,bakersfield,apartment,1560,3,2.0,1,1,1,0,0,0,w/d in unit,na
810,bakersfield,apartment,992,3,1.0,1,1,1,0,0,0,w/d hookups,detached garage
710,bakersfield,apartment,792,2,1.0,1,1,1,0,0,0,w/d hookups,detached garage
759,bakersfield,apartment,988,2,1.0,0,0,1,0,0,0,w/d in unit,carport
1500,bakersfield,apartment,1560,3,2.0,1,1,1,0,0,0,w/d in unit,na
765,bakersfield,house,1882,3,1.5,0,0,1,0,0,0,w/d hookups,attached garage
795,bakersfield,apartment,530,1,1.0,1,1,1,0,0,0,laundry on site,carport
1650,bakersfield,apartment,1552,3,2.0,1,1,1,0,0,0,w/d in unit,na
1320,bakersfield,apartment,932,2,2.0,0,0,1,0,0,0,w/d in unit,na
599,fresno / madera,apartment,850,1,1.0,1,1,1,1,0,1,w/d in unit,attached garage
895,bakersfield,apartment,756,1,1.0,1,1,1,0,0,0,laundry on site,carport
800,bakersfield,apartment,440,1,1.0,0,0,0,0,0,1,no laundry on site,off-street parking
1195,bakersfield,apartment,1155,3,2.0,0,1,0,0,0,0,w/d hookups,attached garage
895,bakersfield,apartment,756,1,1.0,1,1,1,0,0,0,laundry on site,carport
840,bakersfield,apartment,530,1,1.0,0,0,1,0,0,0,laundry on site,carport
740,bakersfield,apartment,400,0,1.0,0,0,1,0,0,0,laundry on site,carport
1200,bakersfield,apartment,625,1,1.0,1,1,1,0,0,0,w/d in unit,na
840,bakersfield,apartment,530,1,1.0,1,1,1,0,0,0,laundry on site,carport
740,bakersfield,apartment,400,0,1.0,1,1,1,0,0,0,laundry on site,carport
850,bakersfield,apartment,1226,5,1.5,1,1,1,0,0,0,na,na
1108,bakersfield,apartment,1248,2,2.0,1,1,1,0,0,0,na,na
1444,bakersfield,apartment,1566,3,2.0,1,1,1,0,0,0,na,na
1395,bakersfield,house,966,2,1.0,0,1,0,0,0,0,laundry on site,detached garage
775,bakersfield,apartment,840,1,1.0,0,0,0,0,0,1,laundry on site,off-street parking
1200,bakersfield,manufactured,1200,0,1.0,0,0,1,0,0,0,no laundry on site,street parking
1200,bakersfield,apartment,1574,3,2.0,1,1,0,1,0,0,laundry in bldg,attached garage
1320,bakersfield,apartment,932,2,2.0,0,0,1,0,0,0,w/d in unit,na
1250,fresno / madera,house,1100,3,2.0,1,1,1,0,0,0,na,na
1005,bakersfield,apartment,819,2,1.0,0,0,1,0,0,0,laundry on site,carport
1150,bakersfield,apartment,774,1,1.0,0,0,1,0,0,0,w/d in unit,na
959,bakersfield,apartment,1200,4,2.0,0,0,0,0,0,0,laundry in bldg,carport
1450,bakersfield,apartment,1213,3,2.0,0,0,1,0,0,0,w/d in unit,carport
1000,bakersfield,house,1291,3,2.0,0,1,0,0,0,0,na,attached garage
1250,bakersfield,apartment,937,2,2.0,0,0,1,0,0,0,w/d in unit,na
500,bakersfield,house,1200,2,0.0,1,1,1,0,0,0,na,na
950,bakersfield,apartment,845,2,1.0,1,1,1,0,0,0,laundry on site,carport
900,bakersfield,house,1309,3,2.0,1,1,1,1,1,1,w/d hookups,attached garage
740,bakersfield,apartment,400,0,1.0,0,0,1,0,0,0,laundry on site,carport
895,bakersfield,apartment,756,1,1.0,1,1,1,0,0,0,laundry on site,carport
1320,bakersfield,apartment,932,2,2.0,0,0,1,0,0,0,w/d in unit,na
1460,bakersfield,apartment,1136,3,2.0,0,0,1,0,0,0,w/d in unit,na
1200,bakersfield,apartment,774,1,1.0,0,0,1,0,0,0,w/d in unit,carport
1800,fresno / madera,house,2080,3,2.5,0,0,1,0,0,0,w/d in unit,attached garage
1320,bakersfield,apartment,932,2,2.0,0,0,1,0,0,0,w/d in unit,na
600,bakersfield,apartment,557,1,1.0,0,0,1,0,0,0,na,na
500,bakersfield,apartment,400,3,2.0,1,1,1,0,0,1,na,na
475,bakersfield,apartment,400,1,1.0,1,1,1,0,0,0,na,na
1150,bakersfield,apartment,774,1,1.0,0,0,1,0,0,0,w/d in unit,na
1460,bakersfield,apartment,1136,3,2.0,0,0,1,0,0,0,w/d in unit,na
880,bakersfield,apartment,663,1,1.0,0,0,1,0,0,0,laundry on site,carport
900,bakersfield,house,2672,3,3.0,1,1,1,1,1,1,w/d hookups,attached garage
6395,bakersfield,apartment,1118,2,2.0,1,1,1,1,0,0,laundry in bldg,off-street parking
600,bakersfield,apartment,725,1,1.0,0,0,1,0,0,0,na,na
1800,bakersfield,house,1045,3,1.0,1,1,1,0,0,0,laundry on site,na
900,bakersfield,apartment,960,3,2.0,1,1,1,0,0,0,na,na
850,bakersfield,apartment,540,0,1.0,0,0,1,0,0,0,laundry on site,carport
750,bakersfield,townhouse,800,2,1.0,1,1,0,1,1,1,w/d in unit,carport
1250,fresno / madera,house,25,2,1.0,1,0,1,0,0,0,na,na
1244,fresno / madera,apartment,671,1,1.0,1,1,1,0,0,0,w/d in unit,carport
1400,bakersfield,apartment,1260,2,2.0,1,1,1,0,0,0,w/d in unit,na
1095,bakersfield,apartment,850,2,1.0,1,1,1,0,0,1,laundry in bldg,carport
1020,bakersfield,apartment,1009,2,1.0,1,1,1,0,0,0,laundry in bldg,na
1600,bakersfield,apartment,1429,3,2.0,1,1,0,1,0,0,w/d in unit,off-street parking
1425,fresno / madera,apartment,1136,3,2.0,1,1,1,1,0,0,w/d hookups,attached garage
1475,bakersfield,apartment,1166,2,2.0,1,1,0,1,0,1,w/d in unit,off-street parking
840,bakersfield,apartment,550,0,1.0,0,0,1,0,0,0,laundry on site,carport
2000,bakersfield,house,1640,3,2.0,0,0,1,0,0,0,w/d hookups,attached garage
1850,bakersfield,house,2200,4,3.0,0,0,1,0,0,0,na,na
510,fresno / madera,house,665,3,2.0,1,1,1,0,0,0,na,na
1320,bakersfield,apartment,932,2,2.0,0,0,1,0,0,0,w/d in unit,na
1400,bakersfield,apartment,1260,2,2.0,1,1,1,0,0,0,w/d in unit,na
1630,fresno / madera,apartment,967,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
1100,bakersfield,apartment,756,1,1.0,1,1,1,0,0,0,w/d in unit,na
666,bakersfield,house,1563,3,2.0,0,1,1,1,0,0,na,na
1320,bakersfield,apartment,932,2,2.0,0,0,1,0,0,0,w/d in unit,na
1850,bakersfield,house,2200,3,2.0,0,0,1,0,0,0,laundry in bldg,attached garage
1460,bakersfield,apartment,1136,3,2.0,0,0,1,0,0,0,w/d in unit,na
720,bakersfield,apartment,400,0,1.0,0,0,1,0,0,0,laundry on site,carport
1600,bakersfield,apartment,1260,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
1900,bakersfield,house,1952,3,2.0,0,0,1,0,0,0,w/d hookups,attached garage
845,bakersfield,apartment,800,2,1.0,0,0,1,0,0,0,laundry on site,carport
1140,bakersfield,apartment,884,2,1.0,1,1,1,0,0,0,w/d in unit,carport
1795,bakersfield,house,1744,3,2.0,1,1,0,0,0,0,w/d hookups,attached garage
1200,bakersfield,apartment,625,1,1.0,1,1,1,0,0,0,w/d in unit,na
1200,bakersfield,apartment,992,2,2.0,1,1,1,0,0,0,w/d in unit,carport
1320,bakersfield,apartment,1271,3,2.0,1,1,1,0,0,0,w/d in unit,carport
1650,bakersfield,apartment,1260,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
675,bakersfield,apartment,700,2,1.0,0,0,1,0,0,0,w/d hookups,na
775,bakersfield,apartment,25,2,1.0,1,1,1,0,0,0,laundry on site,carport
775,bakersfield,apartment,25,2,1.0,1,1,1,0,0,0,laundry on site,carport
1000,bakersfield,house,1292,3,2.0,1,1,1,1,1,0,w/d hookups,attached garage
895,bakersfield,apartment,800,2,1.0,0,0,1,0,0,0,laundry on site,carport
1600,bakersfield,apartment,1429,3,2.0,1,1,0,1,0,0,w/d in unit,off-street parking
1050,bakersfield,apartment,1100,2,1.0,0,0,1,0,0,0,na,na
695,bakersfield,apartment,650,2,1.0,0,0,1,0,0,0,laundry in bldg,na
795,bakersfield,apartment,750,2,1.0,0,0,1,0,0,0,laundry on site,off-street parking
1920,inland empire,house,2255,4,2.0,1,1,1,0,0,0,w/d hookups,attached garage
940,bakersfield,apartment,864,2,1.0,0,0,1,0,0,0,laundry on site,carport
1045,bakersfield,apartment,860,2,1.0,1,1,1,0,0,0,laundry on site,carport
825,bakersfield,apartment,650,1,1.0,0,0,1,0,0,0,laundry on site,carport
1250,bakersfield,apartment,725,1,1.0,0,0,1,0,0,0,w/d in unit,na
1874,inland empire,apartment,942,2,2.0,0,0,1,0,0,0,na,na
1075,bakersfield,condo,1100,3,2.5,0,0,1,0,0,0,w/d in unit,attached garage
900,bakersfield,townhouse,900,2,1.5,0,0,1,0,0,0,laundry on site,carport
995,bakersfield,house,1100,3,1.0,0,0,1,0,0,0,w/d hookups,na
925,bakersfield,condo,1007,2,1.0,0,0,1,0,0,0,na,carport
1485,inland empire,apartment,681,1,1.0,1,1,1,0,0,0,w/d in unit,carport
795,bakersfield,apartment,650,1,1.0,1,1,1,0,0,0,laundry on site,carport
250,bakersfield,condo,1200,2,3.0,0,0,0,0,0,1,laundry on site,attached garage
915,bakersfield,apartment,850,2,1.0,1,1,1,0,0,0,laundry on site,carport
1550,bakersfield,apartment,1260,2,2.0,1,1,1,0,0,0,w/d in unit,detached garage
1450,bakersfield,apartment,1213,3,2.0,0,0,1,0,0,0,w/d in unit,na
1300,bakersfield,apartment,774,1,1.0,0,0,1,0,0,0,w/d in unit,na
1950,bakersfield,house,2250,4,2.0,0,0,0,0,0,0,w/d hookups,attached garage
1200,bakersfield,apartment,625,1,1.0,1,1,1,0,0,0,w/d in unit,na
1600,bakersfield,apartment,1036,2,2.5,1,1,1,0,0,0,w/d in unit,na
1400,bakersfield,apartment,949,2,2.0,1,1,1,0,0,0,w/d in unit,na
795,bakersfield,apartment,500,0,1.0,1,1,1,0,0,0,laundry on site,carport
1460,bakersfield,apartment,1135,3,2.0,0,0,1,0,0,0,w/d in unit,na
1250,bakersfield,apartment,725,1,1.0,0,0,1,0,0,0,w/d in unit,na
1765,inland empire,apartment,710,1,1.0,0,0,1,0,0,0,na,na
1320,bakersfield,apartment,932,2,2.0,0,0,1,0,0,0,w/d in unit,na
1670,inland empire,apartment,1097,2,2.0,1,1,1,0,0,0,w/d in unit,attached garage
1400,bakersfield,apartment,949,2,2.0,1,1,1,0,0,0,w/d in unit,na
840,bakersfield,apartment,550,0,1.0,0,0,1,0,0,0,laundry on site,carport
915,bakersfield,apartment,550,0,1.0,0,0,1,0,0,0,laundry on site,carport
1200,bakersfield,apartment,1100,3,0.0,0,0,1,0,0,0,w/d hookups,detached garage
1500,bakersfield,condo,1700,3,2.0,1,1,1,1,0,1,w/d in unit,attached garage
1500,bakersfield,condo,1700,3,2.0,1,1,1,1,0,1,w/d in unit,attached garage
575,bakersfield,condo,500,1,1.0,1,1,1,1,0,0,na,attached garage
1140,bakersfield,apartment,884,2,0.0,0,0,1,0,0,0,w/d in unit,carport
1200,bakersfield,house,1503,3,2.5,0,0,1,0,0,0,w/d hookups,attached garage
900,bakersfield,apartment,817,2,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking
1050,bakersfield,duplex,964,2,1.0,0,0,1,0,0,0,w/d hookups,carport
1250,bakersfield,apartment,937,2,2.0,0,0,1,0,0,0,w/d in unit,na
960,bakersfield,apartment,760,1,1.0,1,1,1,0,0,0,laundry on site,carport
1095,bakersfield,apartment,900,2,1.0,1,1,1,0,0,0,laundry on site,carport
2300,bakersfield,house,2648,4,2.0,1,1,1,0,0,0,w/d in unit,attached garage
1020,bakersfield,apartment,849,2,1.0,1,1,1,0,0,0,laundry on site,carport
975,bakersfield,apartment,849,2,1.0,1,1,1,0,0,0,laundry in bldg,carport
1000,bakersfield,house,1662,3,2.0,1,1,1,1,0,0,na,attached garage
915,bakersfield,apartment,550,0,1.0,0,0,1,0,0,0,laundry on site,carport
795,bakersfield,apartment,500,0,1.0,1,1,1,0,0,0,laundry on site,carport
861,bakersfield,apartment,1210,4,2.0,0,0,1,1,0,0,laundry on site,off-street parking
770,bakersfield,apartment,1025,3,2.0,0,0,1,1,0,0,laundry on site,off-street parking
1300,bakersfield,apartment,912,1,1.0,0,0,0,0,0,1,w/d hookups,street parking
720,bakersfield,apartment,850,1,1.0,0,0,1,0,0,0,laundry on site,carport
995,bakersfield,apartment,1009,2,1.0,1,1,1,0,0,0,laundry on site,carport
1120,bakersfield,apartment,960,2,1.5,1,1,1,0,0,0,laundry on site,carport
1380,bakersfield,apartment,1200,3,2.0,1,1,1,0,0,0,laundry on site,carport
795,bakersfield,apartment,530,1,1.0,0,0,1,0,0,0,laundry on site,carport
695,bakersfield,apartment,430,0,1.0,0,0,1,0,0,0,laundry on site,carport
950,bakersfield,apartment,845,2,1.0,1,1,1,0,0,0,laundry on site,carport
695,bakersfield,apartment,430,0,1.0,0,0,1,0,0,0,laundry on site,carport
1350,bakersfield,apartment,932,2,2.0,0,0,1,0,0,0,w/d in unit,na
1800,bakersfield,house,2300,4,3.0,1,1,1,0,0,0,w/d hookups,attached garage
950,bakersfield,apartment,845,2,1.0,0,0,1,0,0,0,laundry on site,carport
1400,bakersfield,apartment,949,2,2.0,0,0,1,0,0,0,w/d in unit,na
795,bakersfield,apartment,530,1,1.0,0,0,1,0,0,0,laundry on site,carport
815,bakersfield,apartment,700,0,1.0,0,0,1,0,0,0,laundry on site,carport
1200,bakersfield,apartment,1656,2,2.0,1,1,1,0,0,0,na,na
975,bakersfield,manufactured,1200,3,2.0,0,0,1,0,0,0,w/d in unit,carport
800,bakersfield,house,915,2,1.0,1,1,1,0,0,0,w/d hookups,na
985,bakersfield,apartment,850,1,1.0,0,0,1,0,0,0,laundry on site,carport
1250,bakersfield,townhouse,1234,3,2.5,1,1,1,0,0,0,w/d hookups,detached garage
1400,bakersfield,apartment,949,2,2.0,1,1,1,0,1,0,w/d in unit,na
1150,bakersfield,apartment,774,1,1.0,1,1,1,0,0,0,w/d in unit,na
950,bakersfield,apartment,750,2,1.0,0,0,1,0,0,0,laundry on site,carport
1150,bakersfield,house,1100,3,1.0,0,0,1,0,0,0,laundry in bldg,attached garage
1500,bakersfield,house,700,1,1.0,1,1,1,0,0,0,w/d in unit,street parking
960,bakersfield,apartment,845,2,1.0,1,1,1,0,0,0,laundry on site,carport
1320,bakersfield,apartment,932,2,2.0,0,0,1,0,0,0,w/d in unit,na
1015,bakersfield,apartment,820,2,1.0,0,0,1,0,0,0,laundry on site,carport
2300,bakersfield,house,2000,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage
1525,bakersfield,apartment,945,2,1.5,1,1,1,0,0,0,w/d in unit,na
980,bakersfield,apartment,1000,2,1.0,0,0,1,0,0,0,laundry on site,carport
980,bakersfield,apartment,1000,2,1.0,0,0,1,0,0,0,laundry on site,carport
1250,bakersfield,apartment,1040,2,2.0,1,1,1,0,0,0,w/d hookups,na
800,bakersfield,house,829,2,1.0,1,1,1,1,0,0,na,na
1680,bakersfield,house,1700,3,2.0,0,0,1,0,0,0,na,attached garage
875,bakersfield,apartment,817,2,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking
3200,bakersfield,apartment,2400,3,2.0,1,1,1,0,0,1,w/d in unit,street parking
1350,bakersfield,apartment,932,2,2.0,0,0,1,0,0,0,w/d in unit,na
1005,bakersfield,apartment,819,2,1.0,0,0,1,0,0,0,laundry on site,carport
1650,bakersfield,house,1650,3,2.0,0,0,1,0,0,0,w/d hookups,attached garage
691,bakersfield,house,1431,3,2.0,0,0,1,0,0,0,na,na
1195,bakersfield,house,1200,3,1.0,0,0,0,0,0,0,w/d hookups,off-street parking
995,bakersfield,house,1280,4,1.0,0,0,1,0,0,0,w/d hookups,off-street parking
1375,bakersfield,house,1100,3,1.5,1,1,0,0,0,0,w/d hookups,detached garage
1025,chico,condo,1610,3,1.5,1,0,1,0,0,0,na,na
1295,chico,manufactured,1040,3,2.0,0,0,1,0,0,0,w/d hookups,detached garage
1675,bakersfield,house,2203,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage
825,bakersfield,apartment,600,1,1.0,0,0,1,0,0,0,laundry on site,carport
1000,bakersfield,apartment,1584,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage
1100,bakersfield,house,35,3,2.0,1,1,1,0,0,0,w/d hookups,attached garage
980,bakersfield,apartment,1000,2,1.0,0,0,1,0,0,0,laundry on site,carport
880,bakersfield,apartment,800,1,1.0,0,0,1,0,0,0,laundry on site,carport
775,bakersfield,apartment,531,1,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking
980,bakersfield,apartment,1000,2,1.0,0,0,1,0,0,0,laundry on site,carport
1650,bakersfield,house,1855,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage
1045,bakersfield,apartment,740,1,1.0,1,1,1,0,0,0,w/d hookups,attached garage
875,bakersfield,apartment,698,2,1.0,0,0,1,0,0,0,laundry on site,carport
861,bakersfield,apartment,1210,4,2.0,0,0,1,1,0,0,laundry on site,off-street parking
770,bakersfield,apartment,1025,3,2.0,0,0,1,1,0,0,laundry on site,off-street parking
770,bakersfield,apartment,1025,3,2.0,0,0,1,1,0,0,laundry on site,off-street parking
