price,region,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options
3000,santa barbara,condo,1887,4,3.5,1,1,0,0,1,1,w/d in unit,attached garage
2350,santa barbara,apartment,560,1,1.0,1,1,0,0,0,0,laundry in bldg,off-street parking
2250,santa barbara,apartment,560,1,1.0,1,0,0,0,0,0,laundry in bldg,off-street parking
2695,santa barbara,apartment,650,1,1.0,1,0,0,0,1,0,w/d in unit,carport
3360,santa barbara,apartment,993,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking
2660,santa barbara,apartment,30,1,1.0,0,0,1,0,0,0,laundry on site,carport
3500,santa barbara,condo,1064,2,2.0,0,1,0,1,0,1,laundry in bldg,carport
3225,santa barbara,apartment,750,2,1.0,1,0,1,0,0,0,laundry on site,off-street parking
3400,santa barbara,apartment,955,2,2.0,1,1,0,0,1,0,w/d in unit,detached garage
2715,santa barbara,apartment,720,1,1.0,1,1,0,0,1,0,w/d in unit,carport
3750,santa barbara,apartment,875,2,2.0,1,0,0,0,0,0,w/d in unit,carport
1389,santa barbara,apartment,858,2,2.0,0,0,1,0,0,0,na,na
3165,santa barbara,apartment,700,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking
3995,santa barbara,apartment,875,2,2.0,1,0,0,0,0,0,w/d in unit,carport
3300,santa barbara,apartment,25,2,1.0,0,0,0,0,0,1,na,off-street parking
3025,santa barbara,apartment,894,2,1.0,1,0,0,0,1,0,w/d hookups,carport
4200,santa barbara,house,2500,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage
3200,santa barbara,cottage/cabin,800,2,1.0,0,0,1,0,0,1,laundry in bldg,attached garage
3160,santa barbara,apartment,700,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking
2715,santa barbara,apartment,720,1,1.0,1,1,0,0,1,0,w/d in unit,carport
2850,santa barbara,apartment,823,1,1.0,1,1,0,0,0,0,w/d hookups,off-street parking
2715,santa barbara,apartment,720,1,1.0,1,1,0,0,1,0,w/d in unit,carport
2600,santa barbara,condo,700,1,1.0,0,0,0,0,0,0,w/d in unit,carport
1350,santa barbara,apartment,500,0,1.0,1,1,1,0,0,0,laundry on site,street parking
2715,santa barbara,apartment,720,1,1.0,1,1,0,0,1,0,w/d in unit,carport
3195,santa barbara,apartment,1062,3,2.0,1,1,0,0,0,0,laundry on site,off-street parking
2500,santa barbara,house,2567,4,2.5,0,0,0,0,0,0,w/d hookups,attached garage
3320,santa barbara,apartment,944,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking
4200,santa barbara,house,2311,4,3.0,0,0,1,0,0,0,laundry in bldg,detached garage
2000,santa barbara,apartment,520,1,1.0,0,0,0,0,1,1,laundry on site,street parking
1650,santa barbara,apartment,475,1,1.0,0,0,0,0,0,0,laundry on site,carport
2475,santa barbara,duplex,700,1,1.0,1,0,0,0,0,0,w/d in unit,street parking
3000,santa barbara,apartment,1000,3,3.0,0,0,0,0,0,0,no laundry on site,off-street parking
3400,santa barbara,apartment,1150,2,2.0,0,0,0,0,0,0,w/d hookups,carport
2850,santa barbara,house,700,2,1.0,0,0,0,0,0,0,laundry on site,off-street parking
3260,santa barbara,apartment,944,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking
3655,santa barbara,apartment,1204,3,2.0,1,0,0,0,1,0,w/d hookups,carport
1450,santa barbara,apartment,400,1,1.0,0,0,0,0,0,0,laundry on site,off-street parking
1450,santa barbara,apartment,350,1,1.0,0,0,0,0,0,0,laundry on site,off-street parking
2500,santa barbara,apartment,25,1,1.0,1,1,0,0,0,0,laundry in bldg,carport
3400,santa barbara,apartment,955,2,2.0,1,1,0,0,1,0,w/d in unit,detached garage
3585,santa barbara,apartment,1165,2,2.0,1,1,0,0,1,0,w/d in unit,detached garage
3975,santa barbara,condo,1640,3,2.5,0,0,0,0,1,0,w/d in unit,attached garage
3800,santa barbara,house,1150,3,2.0,1,1,1,0,0,1,laundry in bldg,off-street parking
2999,santa barbara,condo,1344,3,2.0,0,0,1,0,0,0,w/d in unit,detached garage
5500,santa barbara,house,1804,4,2.0,1,1,1,0,0,1,w/d in unit,off-street parking
2850,santa barbara,apartment,30,2,2.0,0,0,1,0,0,0,na,na
2625,santa barbara,apartment,678,1,1.0,1,1,0,0,1,0,w/d in unit,carport
1625,santa barbara,apartment,800,2,1.0,1,0,0,1,0,0,laundry on site,carport
2700,santa barbara,condo,700,1,1.0,0,0,0,0,0,0,w/d in unit,carport
3700,santa barbara,apartment,1600,3,2.5,1,1,1,0,1,0,laundry on site,carport
3895,santa barbara,apartment,1026,2,2.0,1,1,0,1,1,0,w/d in unit,attached garage
2900,santa barbara,townhouse,1044,2,1.5,1,0,0,0,0,0,laundry on site,carport
2790,santa barbara,apartment,720,1,1.0,1,1,0,0,1,0,w/d in unit,detached garage
2375,santa barbara,apartment,845,2,1.5,0,0,1,0,0,0,laundry on site,carport
5975,santa barbara,townhouse,1696,2,2.5,0,1,0,0,0,0,w/d in unit,attached garage
4500,santa barbara,house,1500,3,1.5,0,0,1,0,0,0,laundry on site,detached garage
1881,santa barbara,apartment,515,1,1.0,1,1,1,1,0,0,laundry on site,off-street parking
4800,santa barbara,apartment,1100,2,2.0,0,0,0,0,0,0,w/d in unit,off-street parking
3025,santa barbara,apartment,894,2,1.0,1,0,0,0,1,0,w/d hookups,carport
5500,santa barbara,house,2077,4,2.0,1,1,0,0,0,0,laundry on site,attached garage
2700,santa barbara,apartment,900,2,1.0,0,0,0,0,0,0,laundry on site,off-street parking
1500,santa barbara,duplex,700,1,1.0,0,0,0,0,0,0,laundry on site,off-street parking
2800,santa barbara,condo,680,1,1.0,0,0,1,0,0,0,w/d in unit,carport
2800,santa barbara,apartment,700,1,1.0,1,1,1,0,0,0,w/d in unit,carport
2900,santa barbara,apartment,1044,2,1.5,1,0,0,0,0,0,laundry on site,carport
3500,santa barbara,condo,1200,2,2.0,0,0,1,0,0,0,w/d in unit,detached garage
565,santa barbara,house,1755,3,2.5,0,0,1,0,0,0,w/d in unit,attached garage
2900,santa barbara,apartment,850,2,2.0,0,1,0,0,1,0,w/d in unit,off-street parking
2500,santa barbara,apartment,400,0,1.0,0,0,0,0,0,0,no laundry on site,off-street parking
2750,santa barbara,apartment,930,1,1.0,1,1,0,0,0,0,laundry on site,carport
2600,santa barbara,apartment,25,1,1.0,1,1,0,0,0,1,laundry in bldg,carport
3250,santa barbara,house,1200,1,1.0,0,0,0,0,0,0,laundry in bldg,off-street parking
2000,santa barbara,apartment,475,1,1.0,1,1,1,1,1,1,w/d in unit,attached garage
2000,santa barbara,apartment,384,1,1.0,1,1,1,1,1,1,w/d in unit,attached garage
2950,santa barbara,apartment,700,1,1.0,0,0,0,0,0,1,w/d in unit,carport
3200,santa barbara,condo,1167,2,1.5,1,1,0,0,0,0,w/d in unit,detached garage
1400,santa barbara,flat,1279,0,1.0,0,0,0,0,0,0,na,off-street parking
3900,santa barbara,townhouse,1100,2,2.5,1,1,0,0,0,1,w/d in unit,detached garage
1400,santa barbara,cottage/cabin,600,1,0.0,0,1,1,0,0,0,laundry on site,off-street parking
3100,santa barbara,house,925,2,2.0,1,1,0,0,0,0,laundry on site,carport
3600,santa barbara,apartment,950,2,1.0,0,0,0,0,0,1,laundry on site,na
2750,santa barbara,duplex,850,2,1.0,1,0,1,0,0,0,w/d hookups,detached garage
1181,santa barbara,apartment,2281,2,2.5,0,0,1,0,0,0,na,na
4850,santa barbara,duplex,1300,2,1.0,0,0,0,0,0,0,laundry on site,street parking
3200,santa barbara,duplex,1100,3,2.0,1,1,0,0,0,0,w/d in unit,off-street parking
3150,santa barbara,apartment,1027,2,2.0,1,0,0,0,1,0,w/d hookups,carport
1500,santa barbara,house,2000,3,2.0,0,0,0,0,0,0,na,attached garage
1887,santa barbara,apartment,30,2,2.0,0,0,1,0,0,0,na,na
2500,santa barbara,condo,1470,2,2.5,0,0,0,0,0,0,w/d hookups,attached garage
2000,santa barbara,house,1955,4,2.0,0,0,1,0,0,0,w/d hookups,attached garage
1850,santa barbara,apartment,650,1,1.0,0,0,1,0,0,0,laundry on site,carport
4500,santa barbara,house,2300,3,2.5,0,0,1,0,0,0,w/d in unit,off-street parking
1975,santa barbara,apartment,600,1,1.0,0,0,0,0,0,1,laundry on site,off-street parking
4595,santa barbara,cottage/cabin,1000,2,2.0,1,0,1,0,0,0,w/d hookups,off-street parking
2900,santa barbara,condo,1055,3,2.0,0,0,0,0,0,0,w/d in unit,detached garage
1950,santa barbara,apartment,750,1,1.0,1,1,1,0,0,1,w/d in unit,off-street parking
1800,santa barbara,apartment,550,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking
2000,santa barbara,apartment,750,1,1.0,0,0,1,0,0,0,laundry on site,carport
1625,santa barbara,in-law,658,1,1.0,1,1,0,0,0,0,w/d in unit,off-street parking
4000,santa barbara,house,962,2,2.0,0,0,1,0,0,0,w/d in unit,carport
1600,santa barbara,apartment,350,0,1.0,0,0,0,0,0,0,no laundry on site,street parking
2715,santa barbara,apartment,720,1,1.0,1,1,0,0,1,0,w/d in unit,carport
2715,santa barbara,apartment,720,1,1.0,1,1,0,0,1,0,w/d in unit,carport
3000,santa barbara,apartment,25,1,1.0,1,1,0,0,0,0,laundry on site,carport
6000,santa barbara,house,2200,4,2.5,0,0,1,0,0,0,w/d in unit,attached garage
3800,santa barbara,townhouse,1941,4,2.5,0,1,1,0,0,0,laundry in bldg,attached garage
2750,santa barbara,townhouse,1040,2,2.5,0,0,0,0,0,0,w/d in unit,off-street parking
2500,santa barbara,condo,1148,2,2.5,0,0,0,0,0,0,w/d in unit,detached garage
3050,santa barbara,duplex,1150,2,1.5,1,1,0,0,0,0,w/d in unit,attached garage
3050,santa barbara,duplex,1250,2,1.5,1,1,1,0,0,0,w/d in unit,attached garage
3890,santa barbara,apartment,944,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking
2195,santa barbara,apartment,30,1,1.0,1,0,0,0,0,1,laundry on site,carport
3250,santa barbara,apartment,30,0,1.0,1,0,1,0,0,1,laundry on site,carport
4120,santa barbara,apartment,1357,3,2.0,1,1,0,0,1,0,w/d in unit,attached garage
2200,santa barbara,apartment,25,1,1.0,0,0,0,0,0,1,laundry in bldg,off-street parking
2900,santa barbara,apartment,25,1,1.0,1,1,0,0,0,0,laundry in bldg,carport
3585,santa barbara,apartment,1165,2,2.0,1,1,0,0,1,0,w/d in unit,detached garage
4120,santa barbara,apartment,1357,3,2.0,0,0,0,0,1,0,w/d in unit,attached garage
2700,santa barbara,condo,1000,2,2.0,0,0,1,0,0,0,w/d in unit,carport
3695,santa barbara,apartment,872,2,2.0,1,1,0,1,1,0,w/d in unit,attached garage
4120,santa barbara,apartment,1357,3,2.0,1,1,0,0,1,0,w/d in unit,na
2625,santa barbara,apartment,678,1,1.0,0,0,0,0,0,0,w/d in unit,carport
3595,santa barbara,apartment,844,2,2.0,1,1,0,1,1,0,w/d in unit,attached garage
2625,santa barbara,apartment,678,1,1.0,1,1,0,0,1,0,w/d in unit,carport
4100,santa barbara,house,1789,4,2.0,0,0,1,0,0,0,w/d hookups,attached garage
3400,santa barbara,apartment,955,2,2.0,1,1,0,0,1,0,w/d in unit,detached garage
3835,santa barbara,apartment,1282,3,2.0,1,1,0,0,1,0,w/d in unit,detached garage
4120,santa barbara,apartment,1357,3,2.0,1,1,0,0,1,0,w/d in unit,attached garage
1289,santa barbara,apartment,592,0,1.0,0,0,1,0,0,0,na,na
4500,santa barbara,apartment,2650,3,3.0,1,1,1,0,0,0,w/d in unit,attached garage
2715,santa barbara,apartment,720,1,1.0,1,1,0,0,1,0,w/d in unit,carport
4120,santa barbara,apartment,1357,3,2.0,1,1,0,0,1,0,w/d in unit,detached garage
2625,santa barbara,apartment,678,1,1.0,1,1,0,0,1,0,w/d in unit,carport
3140,santa barbara,apartment,700,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking
3400,santa barbara,apartment,955,2,2.0,1,1,0,0,1,0,w/d in unit,detached garage
3000,santa barbara,apartment,700,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking
2900,santa barbara,condo,1100,2,1.5,0,0,1,0,0,0,w/d in unit,carport
4120,santa barbara,apartment,1357,3,2.0,1,1,0,0,1,0,w/d in unit,detached garage
2715,santa barbara,apartment,720,1,1.0,1,1,0,0,1,0,w/d in unit,carport
1850,santa barbara,cottage/cabin,500,1,1.0,0,0,1,0,0,0,laundry on site,off-street parking
3500,santa barbara,house,1600,4,2.0,1,1,1,1,0,0,na,carport
2900,santa barbara,apartment,1000,2,2.0,1,1,0,0,0,0,laundry on site,attached garage
3100,santa barbara,duplex,1000,2,1.0,0,0,0,0,0,0,w/d in unit,carport
2850,santa barbara,townhouse,1562,2,2.5,1,1,1,0,1,0,w/d in unit,attached garage
7500,santa barbara,townhouse,1670,2,2.0,0,0,0,0,0,0,w/d in unit,off-street parking
2650,santa barbara,apartment,700,1,1.0,0,0,1,0,0,0,laundry on site,attached garage
3995,santa barbara,house,1750,4,2.0,0,0,0,0,0,0,w/d in unit,attached garage
2715,santa barbara,apartment,720,1,1.0,0,0,0,0,1,0,w/d in unit,carport
1399,santa barbara,apartment,858,3,3.0,0,0,1,0,0,0,na,na
3000,santa barbara,apartment,646,1,1.0,1,1,0,1,1,0,w/d in unit,attached garage
2175,santa barbara,apartment,612,1,1.0,1,0,0,0,0,0,laundry on site,off-street parking
2755,santa barbara,apartment,801,2,1.0,1,0,0,0,0,0,laundry on site,off-street parking
2625,santa barbara,apartment,678,1,1.0,0,0,0,0,1,0,w/d in unit,carport
1259,santa barbara,apartment,1373,2,2.0,0,0,1,0,0,0,na,na
3400,santa barbara,apartment,955,2,2.0,1,1,0,0,1,0,w/d in unit,detached garage
3995,santa barbara,house,1750,4,2.0,0,0,1,0,0,0,w/d in unit,attached garage
2625,santa barbara,apartment,678,1,1.0,1,1,0,0,1,0,w/d in unit,carport
2715,santa barbara,apartment,720,1,1.0,1,1,0,0,1,0,w/d in unit,carport
1455,santa barbara,apartment,1016,2,2.0,0,0,1,0,0,0,na,na
2100,santa barbara,apartment,750,1,1.0,1,0,0,0,0,0,laundry on site,carport
2625,santa barbara,apartment,678,1,1.0,1,1,0,0,1,0,w/d in unit,carport
3775,santa barbara,apartment,30,2,2.0,0,0,1,0,0,0,laundry on site,na
2625,santa barbara,apartment,678,1,1.0,1,1,0,0,1,0,w/d in unit,carport
1800,santa barbara,apartment,500,1,1.0,0,0,0,0,0,0,laundry on site,off-street parking
1800,santa barbara,apartment,1100,1,1.0,1,0,0,0,0,0,no laundry on site,street parking
1600,santa barbara,apartment,850,2,1.0,1,1,1,0,0,0,w/d in unit,off-street parking
3100,santa barbara,apartment,500,1,1.0,0,0,1,0,0,0,w/d in unit,na
2625,santa barbara,apartment,678,1,1.0,1,1,0,0,1,0,w/d in unit,carport
2625,santa barbara,apartment,678,1,1.0,0,0,0,0,1,0,w/d in unit,carport
3075,santa barbara,duplex,1250,2,1.5,1,1,1,0,0,0,w/d in unit,attached garage
4100,santa barbara,apartment,1155,2,2.0,0,0,0,1,0,1,w/d in unit,carport
1800,santa barbara,apartment,450,0,1.0,1,1,0,1,0,0,laundry on site,off-street parking
2350,santa barbara,townhouse,840,2,1.5,0,0,1,0,0,0,laundry on site,off-street parking
4200,santa barbara,house,1509,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage
4800,santa barbara,house,1865,3,2.0,0,0,1,0,0,0,w/d in unit,attached garage
2625,santa barbara,apartment,678,1,1.0,0,0,0,0,0,0,w/d in unit,carport
3200,santa barbara,apartment,955,2,2.0,1,1,0,0,1,0,w/d in unit,detached garage
3995,santa barbara,apartment,1357,3,2.0,1,1,0,0,1,0,w/d in unit,attached garage
2625,santa barbara,apartment,678,1,1.0,1,1,0,0,1,0,w/d in unit,carport
1900,santa barbara,house,526,1,1.0,0,0,0,0,0,0,w/d in unit,street parking
2640,santa barbara,apartment,720,1,1.0,1,1,0,0,1,0,w/d in unit,carport
2715,santa barbara,apartment,720,1,1.0,1,1,0,0,1,0,w/d in unit,carport
2700,santa barbara,house,1180,2,1.0,0,1,0,0,0,0,w/d in unit,attached garage
3910,santa barbara,apartment,1282,3,2.0,1,1,0,0,1,0,w/d in unit,detached garage
250,santa barbara,condo,1200,2,3.0,0,0,0,0,0,1,laundry on site,attached garage
2100,santa barbara,apartment,25,1,1.0,1,1,0,0,0,1,laundry on site,carport
2200,santa barbara,apartment,612,1,1.0,1,0,0,0,0,0,laundry on site,off-street parking
2220,santa barbara,apartment,612,1,1.0,1,0,0,0,0,0,laundry on site,off-street parking
2155,santa barbara,apartment,612,1,1.0,1,0,0,0,0,0,laundry on site,off-street parking
2625,santa barbara,apartment,678,1,1.0,1,1,0,0,1,0,w/d in unit,carport
2300,santa barbara,condo,700,1,1.0,0,0,0,0,0,0,w/d hookups,carport
2715,santa barbara,apartment,720,1,1.0,1,1,0,0,1,0,w/d in unit,carport
3500,santa barbara,house,1572,3,2.0,0,1,0,0,0,0,w/d in unit,detached garage
1900,santa barbara,house,1482,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage
2640,santa barbara,apartment,720,1,1.0,1,1,0,0,1,0,w/d in unit,carport
2700,santa barbara,condo,700,1,1.0,0,0,0,0,0,1,w/d in unit,carport
2625,santa barbara,apartment,678,1,1.0,1,1,0,0,1,0,w/d in unit,carport
2800,santa barbara,house,1000,2,1.0,0,0,0,0,0,0,w/d hookups,off-street parking
3910,santa barbara,apartment,1282,3,2.0,1,1,0,0,1,0,w/d in unit,detached garage
2900,santa barbara,house,1800,3,3.0,0,0,1,0,0,0,w/d hookups,na
1895,santa barbara,apartment,1200,2,2.0,0,0,0,1,0,0,w/d hookups,attached garage
2150,santa barbara,apartment,1440,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage
3000,santa barbara,apartment,646,1,1.0,1,1,0,1,1,0,w/d in unit,attached garage
2200,santa barbara,apartment,625,2,1.0,0,0,0,0,0,0,laundry in bldg,carport
3800,santa barbara,condo,1694,3,2.0,0,0,0,0,0,0,w/d in unit,attached garage
3150,santa barbara,house,22,3,2.0,1,1,1,1,0,0,w/d hookups,attached garage
2495,santa barbara,apartment,1320,1,2.0,0,0,1,0,0,0,laundry on site,carport
5800,santa barbara,condo,2462,4,3.0,0,0,1,0,0,0,w/d in unit,attached garage
3200,santa barbara,cottage/cabin,800,2,1.0,0,0,0,0,0,1,laundry in bldg,attached garage
2100,santa barbara,apartment,1135,2,1.0,0,0,0,0,0,0,laundry on site,off-street parking
1768,santa barbara,apartment,540,1,1.0,1,0,0,1,0,0,na,off-street parking
2275,santa barbara,apartment,850,2,1.0,1,1,0,1,0,0,laundry on site,carport
4250,santa barbara,house,1200,2,1.0,1,1,1,0,0,1,w/d in unit,off-street parking
3910,santa barbara,apartment,1282,3,2.0,0,0,1,0,0,0,na,na
2715,santa barbara,apartment,720,1,1.0,1,1,1,1,0,0,w/d in unit,carport
3910,santa barbara,apartment,1282,3,2.0,1,1,0,0,1,0,w/d in unit,detached garage
2625,santa barbara,apartment,678,1,1.0,1,1,0,0,1,0,w/d in unit,carport
2000,santa barbara,house,1278,4,2.0,0,0,0,0,0,0,w/d in unit,detached garage
2790,santa barbara,apartment,720,1,1.0,1,1,1,1,0,0,w/d in unit,detached garage
2750,santa barbara,house,1000,2,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking
2625,santa barbara,apartment,678,1,1.0,1,1,0,0,1,0,w/d in unit,carport
3200,santa barbara,condo,1319,2,2.0,0,0,0,0,0,0,w/d in unit,attached garage
5500,santa barbara,house,2099,3,2.5,0,0,0,0,0,1,w/d in unit,off-street parking
3750,santa barbara,townhouse,1600,3,2.0,1,1,0,0,0,0,w/d in unit,attached garage
2500,santa barbara,house,1100,3,1.5,0,0,0,0,0,0,w/d hookups,attached garage
2175,santa barbara,apartment,612,1,1.0,1,0,0,0,0,0,laundry on site,off-street parking
2155,santa barbara,apartment,612,1,1.0,1,0,0,0,0,0,laundry on site,off-street parking
2200,santa barbara,apartment,612,1,1.0,1,0,0,0,0,0,laundry on site,off-street parking
3650,santa barbara,house,1200,3,2.0,0,1,1,0,0,0,w/d hookups,attached garage
2350,santa barbara,apartment,700,1,1.0,0,0,0,0,0,1,laundry on site,off-street parking
2400,santa barbara,apartment,1040,2,2.0,1,0,0,0,0,0,laundry in bldg,off-street parking
2875,santa barbara,apartment,925,2,2.0,1,1,1,0,1,0,w/d in unit,detached garage
4500,santa barbara,apartment,1265,2,2.5,1,1,1,0,0,0,w/d in unit,off-street parking
3900,santa barbara,apartment,1082,2,2.0,1,1,1,0,0,0,w/d hookups,off-street parking
2900,santa barbara,apartment,854,1,1.0,1,1,1,0,0,0,w/d hookups,off-street parking
600,santa barbara,house,375,1,1.0,1,1,0,0,0,1,no laundry on site,off-street parking
225,santa barbara,apartment,1100,1,2.0,0,0,0,0,0,1,w/d in unit,off-street parking
3200,santa barbara,apartment,1200,1,1.5,1,1,1,0,0,0,w/d in unit,attached garage
2600,santa maria,house,2000,3,2.0,0,1,0,0,0,0,w/d hookups,attached garage
5500,santa barbara,apartment,2300,3,3.0,0,0,1,0,0,0,w/d in unit,attached garage
1800,santa barbara,apartment,450,0,1.0,0,0,1,0,0,0,laundry in bldg,off-street parking
2625,santa barbara,apartment,678,1,1.0,1,1,0,0,1,0,w/d in unit,carport
2790,santa barbara,apartment,720,1,1.0,1,1,0,0,1,0,w/d in unit,detached garage
4000,santa barbara,house,2200,2,2.0,1,1,0,0,0,1,w/d in unit,attached garage
3910,santa barbara,apartment,1282,3,2.0,1,1,0,0,1,0,w/d in unit,detached garage
1850,santa barbara,apartment,600,1,1.0,0,0,0,0,0,0,laundry on site,off-street parking
2715,santa barbara,apartment,720,1,1.0,0,0,0,0,1,0,w/d in unit,carport
3485,santa barbara,apartment,1165,2,2.0,0,0,1,0,0,0,na,na
2790,santa barbara,apartment,720,1,1.0,1,1,0,0,1,0,w/d in unit,detached garage
3500,santa barbara,house,1978,3,2.0,0,0,1,0,0,0,w/d hookups,attached garage
3910,santa barbara,apartment,1282,3,2.0,1,1,0,0,1,0,w/d in unit,detached garage
2715,santa barbara,apartment,720,1,1.0,1,1,0,0,1,0,w/d in unit,carport
2625,santa barbara,apartment,678,1,1.0,1,0,0,0,1,0,w/d in unit,carport
1469,santa barbara,apartment,1016,2,2.0,0,0,1,0,0,0,na,na
1775,santa maria,apartment,800,2,1.0,1,0,0,0,0,0,w/d hookups,carport
2625,santa barbara,apartment,678,1,1.0,1,1,0,0,1,0,w/d in unit,carport
1899,santa barbara,apartment,515,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking
1881,santa barbara,apartment,515,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking
1800,santa barbara,condo,357,0,1.0,1,1,1,0,0,1,w/d in unit,off-street parking
3695,santa barbara,apartment,872,2,2.0,1,1,0,1,1,0,w/d in unit,attached garage
2625,santa barbara,apartment,678,1,1.0,1,1,0,0,1,0,w/d in unit,carport
2500,santa barbara,condo,1140,2,2.0,1,1,0,0,0,0,w/d in unit,attached garage
3800,santa barbara,townhouse,1600,4,2.5,1,1,0,0,0,0,w/d in unit,detached garage
3000,santa barbara,apartment,1200,3,2.0,1,1,0,0,0,0,laundry on site,off-street parking
5000,santa barbara,condo,775,0,1.0,0,0,0,0,0,0,laundry on site,attached garage
3100,santa barbara,apartment,1090,2,1.5,1,1,1,0,0,0,laundry on site,carport
1899,santa barbara,apartment,515,1,1.0,1,1,1,0,0,0,laundry on site,off-street parking
2950,santa barbara,apartment,1090,2,1.5,1,1,1,0,0,0,laundry on site,carport
1700,ventura county,condo,724,1,1.0,1,1,0,0,0,0,w/d in unit,attached garage
4500,santa barbara,house,1526,3,2.0,1,1,1,0,0,0,w/d in unit,detached garage
3000,santa barbara,townhouse,1400,2,1.5,0,0,0,0,0,0,w/d in unit,attached garage
1500,ventura county,apartment,610,1,1.0,0,0,1,1,0,0,laundry on site,na
3850,santa barbara,house,1778,4,2.0,0,0,0,0,0,0,w/d in unit,attached garage
3250,santa barbara,apartment,1000,3,1.0,1,1,1,0,0,0,w/d hookups,off-street parking
1950,santa barbara,house,1620,3,2.5,0,0,0,0,0,0,w/d hookups,attached garage
2695,santa barbara,apartment,1250,2,1.5,1,0,0,0,0,0,laundry on site,carport
2800,santa barbara,apartment,25,1,1.0,0,0,0,0,0,1,laundry in bldg,carport
2400,santa barbara,apartment,1064,2,2.0,0,0,0,0,0,0,na,na
1600,santa barbara,apartment,740,0,1.0,0,0,1,0,0,0,laundry on site,off-street parking
2500,santa barbara,apartment,1000,2,1.0,0,0,1,0,0,0,laundry in bldg,carport
1800,santa barbara,house,1100,3,2.0,0,0,0,0,0,0,w/d hookups,attached garage
6250,santa barbara,house,2384,3,2.5,1,1,1,0,0,0,w/d in unit,attached garage
1500,santa barbara,apartment,1310,3,2.0,0,0,1,0,0,0,w/d in unit,attached garage
2625,santa barbara,apartment,678,1,1.0,1,1,0,0,1,0,w/d in unit,carport
3370,santa barbara,apartment,993,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking
3365,santa barbara,apartment,944,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking
6250,santa barbara,house,2384,3,2.5,1,1,0,0,0,0,w/d in unit,attached garage
2600,santa barbara,townhouse,984,2,1.0,0,0,0,0,0,0,laundry on site,off-street parking
1150,santa barbara,apartment,900,2,1.0,1,0,0,0,0,0,laundry on site,off-street parking
5000,santa barbara,house,1570,3,2.0,0,0,1,0,0,0,w/d in unit,off-street parking
4000,santa barbara,house,1000,3,1.0,0,0,1,0,0,0,laundry on site,carport
3895,santa barbara,apartment,1026,2,2.0,1,1,0,1,0,1,w/d in unit,attached garage
6700,santa barbara,house,2485,3,3.0,0,0,1,0,0,0,w/d hookups,attached garage
1795,santa barbara,condo,1448,3,2.5,0,0,0,0,0,0,w/d in unit,attached garage
3750,santa barbara,townhouse,1600,3,2.0,1,1,0,0,0,0,w/d in unit,attached garage
2850,santa barbara,apartment,25,1,1.0,1,1,0,0,0,0,laundry in bldg,carport
3500,santa barbara,townhouse,1000,2,2.5,0,1,0,0,0,1,laundry in bldg,attached garage
2500,santa barbara,apartment,600,1,1.0,0,0,1,0,0,1,laundry on site,attached garage
3000,santa barbara,cottage/cabin,650,2,1.0,1,1,0,0,0,1,no laundry on site,off-street parking
3000,santa barbara,cottage/cabin,650,1,1.0,1,1,0,0,1,1,no laundry on site,off-street parking
2400,santa barbara,condo,1238,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking
2120,santa barbara,apartment,612,1,1.0,1,0,0,0,0,0,laundry on site,off-street parking
2850,santa barbara,apartment,750,1,1.0,1,1,1,0,0,0,w/d hookups,detached garage
6750,santa barbara,house,2384,3,3.0,1,1,1,0,0,0,w/d in unit,detached garage
2950,santa barbara,apartment,1120,2,1.5,1,1,0,0,0,0,laundry in bldg,carport
2250,santa barbara,apartment,450,1,1.0,0,1,1,0,0,0,laundry on site,off-street parking
3750,santa barbara,house,1829,3,2.0,1,1,1,0,0,0,w/d in unit,attached garage
3135,santa barbara,apartment,700,1,1.0,1,1,1,0,0,0,w/d in unit,off-street parking
4195,santa barbara,apartment,650,1,1.0,1,1,1,1,0,0,laundry in bldg,off-street parking
1300,santa maria,apartment,576,1,1.0,1,1,1,0,0,0,laundry on site,carport
1850,santa barbara,duplex,850,2,2.0,1,0,0,0,0,0,laundry on site,off-street parking
1925,santa barbara,apartment,650,1,1.0,1,1,0,1,0,0,laundry on site,carport
3795,santa barbara,apartment,944,2,2.0,1,1,1,0,0,0,w/d in unit,off-street parking
1300,santa barbara,apartment,858,2,2.0,0,0,1,0,0,0,na,na
